8.9496 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff51e415150>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.7334 	EXP 	window1: blendMode = 'avg'
16.7496 	EXP 	window1: blendMode = 'avg'
16.7658 	EXP 	Sound  started
16.7662 	EXP 	window1: blendMode = 'avg'
16.7829 	EXP 	window1: blendMode = 'avg'
16.7995 	EXP 	window1: blendMode = 'avg'
16.8161 	EXP 	window1: blendMode = 'avg'
16.8328 	EXP 	window1: blendMode = 'avg'
16.8495 	EXP 	window1: blendMode = 'avg'
16.8662 	EXP 	window1: blendMode = 'avg'
16.8830 	EXP 	window1: blendMode = 'avg'
16.8995 	EXP 	window1: blendMode = 'avg'
16.9161 	EXP 	window1: blendMode = 'avg'
16.9327 	EXP 	window1: blendMode = 'avg'
16.9495 	EXP 	window1: blendMode = 'avg'
16.9663 	EXP 	window1: blendMode = 'avg'
16.9831 	EXP 	window1: blendMode = 'avg'
16.9998 	EXP 	window1: blendMode = 'avg'
17.0165 	EXP 	window1: blendMode = 'avg'
17.0332 	EXP 	window1: blendMode = 'avg'
17.0495 	EXP 	window1: blendMode = 'avg'
17.0663 	EXP 	window1: blendMode = 'avg'
17.0828 	EXP 	window1: blendMode = 'avg'
17.0995 	EXP 	window1: blendMode = 'avg'
17.1163 	EXP 	window1: blendMode = 'avg'
17.1330 	EXP 	window1: blendMode = 'avg'
17.1498 	EXP 	window1: blendMode = 'avg'
17.1665 	EXP 	window1: blendMode = 'avg'
17.1831 	EXP 	window1: blendMode = 'avg'
17.1995 	EXP 	window1: blendMode = 'avg'
17.2163 	EXP 	window1: blendMode = 'avg'
17.2328 	DATA 	Keypress: right
17.2336 	EXP 	Sound  stopped
17.2477 	EXP 	window1: blendMode = 'avg'
17.2506 	EXP 	text_fixation: autoDraw = False
17.2506 	EXP 	text_type: alignHoriz = 'left'
17.2506 	EXP 	text_type: autoDraw = True
17.2506 	EXP 	text_type: text = u'What did you hear?\n'
17.2510 	EXP 	window1: blendMode = 'avg'
17.2663 	EXP 	window1: blendMode = 'avg'
17.2827 	EXP 	window1: blendMode = 'avg'
17.2996 	EXP 	window1: blendMode = 'avg'
17.3166 	EXP 	window1: blendMode = 'avg'
17.3333 	EXP 	window1: blendMode = 'avg'
17.3499 	EXP 	window1: blendMode = 'avg'
17.3665 	EXP 	window1: blendMode = 'avg'
17.3832 	EXP 	window1: blendMode = 'avg'
17.3998 	EXP 	window1: blendMode = 'avg'
17.4165 	EXP 	window1: blendMode = 'avg'
17.4331 	EXP 	window1: blendMode = 'avg'
17.4499 	EXP 	window1: blendMode = 'avg'
17.4665 	EXP 	window1: blendMode = 'avg'
17.4829 	DATA 	Keypress: return
17.4836 	EXP 	window1: blendMode = 'avg'
17.5007 	EXP 	New trial (rep=0, index=5): {'word': u'\u5c31\u662f', 'file': u'stimuli/114.wav', 'word_id': 114}
17.5012 	EXP 	Set  sound=stimuli/114.wav
17.5021 	EXP 	window1: blendMode = 'avg'
17.5158 	EXP 	text_type: autoDraw = False
17.5158 	EXP 	text_fixation: autoDraw = True
17.5168 	EXP 	window1: blendMode = 'avg'
17.5334 	EXP 	window1: blendMode = 'avg'
17.5500 	EXP 	window1: blendMode = 'avg'
17.5666 	EXP 	window1: blendMode = 'avg'
17.5835 	EXP 	window1: blendMode = 'avg'
17.6001 	EXP 	window1: blendMode = 'avg'
17.6166 	EXP 	window1: blendMode = 'avg'
17.6336 	EXP 	window1: blendMode = 'avg'
17.6502 	EXP 	window1: blendMode = 'avg'
17.6668 	EXP 	window1: blendMode = 'avg'
17.6835 	EXP 	window1: blendMode = 'avg'
17.6997 	EXP 	window1: blendMode = 'avg'
17.7161 	EXP 	window1: blendMode = 'avg'
17.7333 	EXP 	window1: blendMode = 'avg'
17.7495 	EXP 	window1: blendMode = 'avg'
17.7662 	EXP 	window1: blendMode = 'avg'
17.7828 	EXP 	window1: blendMode = 'avg'
17.7994 	EXP 	window1: blendMode = 'avg'
17.8161 	EXP 	window1: blendMode = 'avg'
17.8327 	EXP 	window1: blendMode = 'avg'
17.8494 	EXP 	window1: blendMode = 'avg'
17.8663 	EXP 	window1: blendMode = 'avg'
17.8831 	EXP 	window1: blendMode = 'avg'
17.8997 	EXP 	window1: blendMode = 'avg'
17.9164 	EXP 	window1: blendMode = 'avg'
17.9330 	EXP 	window1: blendMode = 'avg'
17.9495 	EXP 	window1: blendMode = 'avg'
17.9661 	EXP 	window1: blendMode = 'avg'
17.9827 	EXP 	window1: blendMode = 'avg'
17.9994 	EXP 	window1: blendMode = 'avg'
18.0158 	EXP 	Sound  started
18.0163 	EXP 	window1: blendMode = 'avg'
18.0331 	EXP 	window1: blendMode = 'avg'
18.0499 	EXP 	window1: blendMode = 'avg'
18.0665 	EXP 	window1: blendMode = 'avg'
18.0831 	EXP 	window1: blendMode = 'avg'
18.0995 	EXP 	window1: blendMode = 'avg'
18.1161 	EXP 	window1: blendMode = 'avg'
18.1327 	EXP 	window1: blendMode = 'avg'
18.1498 	EXP 	window1: blendMode = 'avg'
18.1663 	EXP 	window1: blendMode = 'avg'
18.1831 	EXP 	window1: blendMode = 'avg'
18.1998 	EXP 	window1: blendMode = 'avg'
18.2165 	EXP 	window1: blendMode = 'avg'
18.2332 	EXP 	window1: blendMode = 'avg'
18.2499 	EXP 	window1: blendMode = 'avg'
18.2665 	EXP 	window1: blendMode = 'avg'
18.2832 	EXP 	window1: blendMode = 'avg'
18.2998 	EXP 	window1: blendMode = 'avg'
18.3165 	EXP 	window1: blendMode = 'avg'
18.3331 	EXP 	window1: blendMode = 'avg'
18.3499 	EXP 	window1: blendMode = 'avg'
18.3664 	EXP 	window1: blendMode = 'avg'
18.3833 	EXP 	window1: blendMode = 'avg'
18.4000 	EXP 	window1: blendMode = 'avg'
18.4166 	EXP 	window1: blendMode = 'avg'
18.4335 	EXP 	window1: blendMode = 'avg'
18.4501 	EXP 	window1: blendMode = 'avg'
18.4670 	EXP 	window1: blendMode = 'avg'
18.4829 	DATA 	Keypress: right
18.4838 	EXP 	Sound  stopped
18.4999 	EXP 	window1: blendMode = 'avg'
18.5026 	EXP 	text_fixation: autoDraw = False
18.5026 	EXP 	text_type: alignHoriz = 'left'
18.5026 	EXP 	text_type: autoDraw = True
18.5026 	EXP 	text_type: text = u'What did you hear?\n'
18.5030 	EXP 	window1: blendMode = 'avg'
18.5161 	EXP 	window1: blendMode = 'avg'
18.5330 	EXP 	window1: blendMode = 'avg'
18.5499 	EXP 	window1: blendMode = 'avg'
18.5665 	EXP 	window1: blendMode = 'avg'
18.5834 	EXP 	window1: blendMode = 'avg'
18.6004 	EXP 	window1: blendMode = 'avg'
18.6168 	EXP 	window1: blendMode = 'avg'
18.6335 	EXP 	window1: blendMode = 'avg'
18.6501 	EXP 	window1: blendMode = 'avg'
18.6669 	EXP 	window1: blendMode = 'avg'
18.6836 	EXP 	window1: blendMode = 'avg'
18.6998 	DATA 	Keypress: return
18.7007 	EXP 	window1: blendMode = 'avg'
18.7179 	EXP 	New trial (rep=0, index=6): {'word': u'\u5c31\u662f', 'file': u'stimuli/366.wav', 'word_id': 366}
18.7185 	EXP 	Set  sound=stimuli/366.wav
18.7195 	EXP 	window1: blendMode = 'avg'
18.7328 	EXP 	text_type: autoDraw = False
18.7328 	EXP 	text_fixation: autoDraw = True
18.7333 	EXP 	window1: blendMode = 'avg'
18.7495 	EXP 	window1: blendMode = 'avg'
18.7661 	EXP 	window1: blendMode = 'avg'
18.7828 	EXP 	window1: blendMode = 'avg'
18.7995 	EXP 	window1: blendMode = 'avg'
18.8161 	EXP 	window1: blendMode = 'avg'
18.8327 	EXP 	window1: blendMode = 'avg'
18.8495 	EXP 	window1: blendMode = 'avg'
18.8661 	EXP 	window1: blendMode = 'avg'
18.8828 	EXP 	window1: blendMode = 'avg'
18.8995 	EXP 	window1: blendMode = 'avg'
18.9167 	EXP 	window1: blendMode = 'avg'
18.9329 	EXP 	window1: blendMode = 'avg'
18.9499 	EXP 	window1: blendMode = 'avg'
18.9666 	EXP 	window1: blendMode = 'avg'
18.9833 	EXP 	window1: blendMode = 'avg'
19.0000 	EXP 	window1: blendMode = 'avg'
19.0166 	EXP 	window1: blendMode = 'avg'
19.0333 	EXP 	window1: blendMode = 'avg'
19.0500 	EXP 	window1: blendMode = 'avg'
19.0666 	EXP 	window1: blendMode = 'avg'
19.0833 	EXP 	window1: blendMode = 'avg'
19.0999 	EXP 	window1: blendMode = 'avg'
19.1167 	EXP 	window1: blendMode = 'avg'
19.1334 	EXP 	window1: blendMode = 'avg'
19.1501 	EXP 	window1: blendMode = 'avg'
19.1667 	EXP 	window1: blendMode = 'avg'
19.1834 	EXP 	window1: blendMode = 'avg'
19.2000 	EXP 	window1: blendMode = 'avg'
19.2169 	EXP 	window1: blendMode = 'avg'
19.2327 	EXP 	Sound  started
19.2336 	EXP 	window1: blendMode = 'avg'
19.2502 	EXP 	window1: blendMode = 'avg'
19.2668 	EXP 	window1: blendMode = 'avg'
19.2834 	EXP 	window1: blendMode = 'avg'
19.3003 	EXP 	window1: blendMode = 'avg'
19.3169 	EXP 	window1: blendMode = 'avg'
19.3337 	EXP 	window1: blendMode = 'avg'
19.3504 	EXP 	window1: blendMode = 'avg'
19.3669 	EXP 	window1: blendMode = 'avg'
19.3836 	EXP 	window1: blendMode = 'avg'
19.4002 	EXP 	window1: blendMode = 'avg'
19.4168 	EXP 	window1: blendMode = 'avg'
19.4337 	EXP 	window1: blendMode = 'avg'
19.4503 	EXP 	window1: blendMode = 'avg'
19.4669 	EXP 	window1: blendMode = 'avg'
19.4838 	EXP 	window1: blendMode = 'avg'
19.5003 	EXP 	window1: blendMode = 'avg'
19.5169 	EXP 	window1: blendMode = 'avg'
19.5339 	EXP 	window1: blendMode = 'avg'
19.5502 	EXP 	window1: blendMode = 'avg'
19.5666 	EXP 	window1: blendMode = 'avg'
19.5832 	EXP 	window1: blendMode = 'avg'
19.6003 	EXP 	window1: blendMode = 'avg'
19.6169 	EXP 	window1: blendMode = 'avg'
19.6337 	EXP 	window1: blendMode = 'avg'
19.6502 	EXP 	window1: blendMode = 'avg'
19.6669 	EXP 	window1: blendMode = 'avg'
19.6835 	EXP 	window1: blendMode = 'avg'
19.6841 	DATA 	Keypress: right
19.7000 	EXP 	Sound  stopped
19.7163 	EXP 	window1: blendMode = 'avg'
19.7192 	EXP 	text_fixation: autoDraw = False
19.7192 	EXP 	text_type: alignHoriz = 'left'
19.7192 	EXP 	text_type: autoDraw = True
19.7192 	EXP 	text_type: text = u'What did you hear?\n'
19.7196 	EXP 	window1: blendMode = 'avg'
19.7333 	EXP 	window1: blendMode = 'avg'
19.7494 	EXP 	window1: blendMode = 'avg'
19.7661 	EXP 	window1: blendMode = 'avg'
19.7829 	EXP 	window1: blendMode = 'avg'
19.7997 	EXP 	window1: blendMode = 'avg'
19.8167 	EXP 	window1: blendMode = 'avg'
19.8333 	EXP 	window1: blendMode = 'avg'
19.8502 	EXP 	window1: blendMode = 'avg'
19.8668 	EXP 	window1: blendMode = 'avg'
19.8835 	EXP 	window1: blendMode = 'avg'
19.9003 	EXP 	window1: blendMode = 'avg'
19.9170 	EXP 	window1: blendMode = 'avg'
19.9336 	EXP 	window1: blendMode = 'avg'
19.9497 	DATA 	Keypress: return
19.9506 	EXP 	window1: blendMode = 'avg'
19.9679 	EXP 	New trial (rep=0, index=7): {'word': u'\u554a', 'file': u'stimuli/441.wav', 'word_id': 441}
19.9684 	EXP 	Set  sound=stimuli/441.wav
19.9696 	EXP 	window1: blendMode = 'avg'
19.9823 	EXP 	text_type: autoDraw = False
19.9823 	EXP 	text_fixation: autoDraw = True
19.9830 	EXP 	window1: blendMode = 'avg'
20.0001 	EXP 	window1: blendMode = 'avg'
20.0168 	EXP 	window1: blendMode = 'avg'
20.0336 	EXP 	window1: blendMode = 'avg'
20.0503 	EXP 	window1: blendMode = 'avg'
20.0668 	EXP 	window1: blendMode = 'avg'
20.0836 	EXP 	window1: blendMode = 'avg'
20.1002 	EXP 	window1: blendMode = 'avg'
20.1168 	EXP 	window1: blendMode = 'avg'
20.1335 	EXP 	window1: blendMode = 'avg'
20.1501 	EXP 	window1: blendMode = 'avg'
20.1669 	EXP 	window1: blendMode = 'avg'
20.1836 	EXP 	window1: blendMode = 'avg'
20.2003 	EXP 	window1: blendMode = 'avg'
20.2173 	EXP 	window1: blendMode = 'avg'
20.2336 	EXP 	window1: blendMode = 'avg'
20.2502 	EXP 	window1: blendMode = 'avg'
20.2669 	EXP 	window1: blendMode = 'avg'
20.2835 	EXP 	window1: blendMode = 'avg'
20.3002 	EXP 	window1: blendMode = 'avg'
20.3168 	EXP 	window1: blendMode = 'avg'
20.3336 	EXP 	window1: blendMode = 'avg'
20.3502 	EXP 	window1: blendMode = 'avg'
20.3669 	EXP 	window1: blendMode = 'avg'
20.3836 	EXP 	window1: blendMode = 'avg'
20.4004 	EXP 	window1: blendMode = 'avg'
20.4169 	EXP 	window1: blendMode = 'avg'
20.4336 	EXP 	window1: blendMode = 'avg'
20.4502 	EXP 	window1: blendMode = 'avg'
20.4669 	EXP 	window1: blendMode = 'avg'
20.4828 	EXP 	Sound  started
20.4835 	EXP 	window1: blendMode = 'avg'
20.5004 	EXP 	window1: blendMode = 'avg'
20.5168 	EXP 	window1: blendMode = 'avg'
20.5338 	EXP 	window1: blendMode = 'avg'
20.5502 	EXP 	window1: blendMode = 'avg'
20.5668 	EXP 	window1: blendMode = 'avg'
20.5838 	EXP 	window1: blendMode = 'avg'
20.6003 	EXP 	window1: blendMode = 'avg'
20.6169 	EXP 	window1: blendMode = 'avg'
20.6336 	EXP 	window1: blendMode = 'avg'
20.6503 	EXP 	window1: blendMode = 'avg'
20.6669 	EXP 	window1: blendMode = 'avg'
20.6836 	EXP 	window1: blendMode = 'avg'
20.7000 	EXP 	window1: blendMode = 'avg'
20.7169 	EXP 	window1: blendMode = 'avg'
20.7332 	EXP 	window1: blendMode = 'avg'
20.7494 	EXP 	window1: blendMode = 'avg'
20.7661 	EXP 	window1: blendMode = 'avg'
20.7828 	EXP 	window1: blendMode = 'avg'
20.7995 	EXP 	window1: blendMode = 'avg'
20.8162 	EXP 	window1: blendMode = 'avg'
20.8328 	EXP 	window1: blendMode = 'avg'
20.8497 	EXP 	window1: blendMode = 'avg'
20.8664 	EXP 	window1: blendMode = 'avg'
20.8830 	EXP 	window1: blendMode = 'avg'
20.8994 	DATA 	Keypress: right
20.9002 	EXP 	Sound  stopped
20.9151 	EXP 	window1: blendMode = 'avg'
20.9181 	EXP 	text_fixation: autoDraw = False
20.9181 	EXP 	text_type: alignHoriz = 'left'
20.9181 	EXP 	text_type: autoDraw = True
20.9181 	EXP 	text_type: text = u'What did you hear?\n'
20.9184 	EXP 	window1: blendMode = 'avg'
20.9327 	EXP 	window1: blendMode = 'avg'
20.9496 	EXP 	window1: blendMode = 'avg'
20.9664 	EXP 	window1: blendMode = 'avg'
20.9831 	EXP 	window1: blendMode = 'avg'
21.0000 	EXP 	window1: blendMode = 'avg'
21.0167 	EXP 	window1: blendMode = 'avg'
21.0334 	EXP 	window1: blendMode = 'avg'
21.0501 	EXP 	window1: blendMode = 'avg'
21.0667 	EXP 	window1: blendMode = 'avg'
21.0835 	EXP 	window1: blendMode = 'avg'
21.0841 	DATA 	Keypress: return
21.1003 	EXP 	window1: blendMode = 'avg'
21.1178 	EXP 	New trial (rep=0, index=8): {'word': u'\u4ee5\u5f8c', 'file': u'stimuli/462.wav', 'word_id': 462}
21.1184 	EXP 	Set  sound=stimuli/462.wav
21.1195 	EXP 	window1: blendMode = 'avg'
21.1324 	EXP 	text_type: autoDraw = False
21.1324 	EXP 	text_fixation: autoDraw = True
21.1334 	EXP 	window1: blendMode = 'avg'
21.1500 	EXP 	window1: blendMode = 'avg'
21.1668 	EXP 	window1: blendMode = 'avg'
21.1836 	EXP 	window1: blendMode = 'avg'
21.2002 	EXP 	window1: blendMode = 'avg'
21.2168 	EXP 	window1: blendMode = 'avg'
21.2336 	EXP 	window1: blendMode = 'avg'
21.2503 	EXP 	window1: blendMode = 'avg'
21.2668 	EXP 	window1: blendMode = 'avg'
21.2835 	EXP 	window1: blendMode = 'avg'
21.3001 	EXP 	window1: blendMode = 'avg'
21.3169 	EXP 	window1: blendMode = 'avg'
21.3335 	EXP 	window1: blendMode = 'avg'
21.3502 	EXP 	window1: blendMode = 'avg'
21.3668 	EXP 	window1: blendMode = 'avg'
21.3835 	EXP 	window1: blendMode = 'avg'
21.4002 	EXP 	window1: blendMode = 'avg'
21.4168 	EXP 	window1: blendMode = 'avg'
21.4335 	EXP 	window1: blendMode = 'avg'
21.4503 	EXP 	window1: blendMode = 'avg'
21.4668 	EXP 	window1: blendMode = 'avg'
21.4835 	EXP 	window1: blendMode = 'avg'
21.5002 	EXP 	window1: blendMode = 'avg'
21.5168 	EXP 	window1: blendMode = 'avg'
21.5335 	EXP 	window1: blendMode = 'avg'
21.5503 	EXP 	window1: blendMode = 'avg'
21.5667 	EXP 	window1: blendMode = 'avg'
21.5834 	EXP 	window1: blendMode = 'avg'
21.6002 	EXP 	window1: blendMode = 'avg'
21.6169 	EXP 	window1: blendMode = 'avg'
21.6329 	EXP 	Sound  started
21.6338 	EXP 	window1: blendMode = 'avg'
21.6502 	EXP 	window1: blendMode = 'avg'
21.6669 	EXP 	window1: blendMode = 'avg'
21.6836 	EXP 	window1: blendMode = 'avg'
21.7002 	EXP 	window1: blendMode = 'avg'
21.7168 	EXP 	window1: blendMode = 'avg'
21.7336 	EXP 	window1: blendMode = 'avg'
21.7494 	EXP 	window1: blendMode = 'avg'
21.7661 	EXP 	window1: blendMode = 'avg'
21.7828 	EXP 	window1: blendMode = 'avg'
21.7996 	EXP 	window1: blendMode = 'avg'
21.8163 	EXP 	window1: blendMode = 'avg'
21.8330 	EXP 	window1: blendMode = 'avg'
21.8499 	EXP 	window1: blendMode = 'avg'
21.8667 	EXP 	window1: blendMode = 'avg'
21.8836 	EXP 	window1: blendMode = 'avg'
21.9002 	EXP 	window1: blendMode = 'avg'
21.9170 	EXP 	window1: blendMode = 'avg'
21.9336 	EXP 	window1: blendMode = 'avg'
21.9502 	EXP 	window1: blendMode = 'avg'
21.9669 	EXP 	window1: blendMode = 'avg'
21.9836 	EXP 	window1: blendMode = 'avg'
22.0002 	EXP 	window1: blendMode = 'avg'
22.0169 	EXP 	window1: blendMode = 'avg'
22.0335 	EXP 	window1: blendMode = 'avg'
22.0502 	EXP 	window1: blendMode = 'avg'
22.0668 	EXP 	window1: blendMode = 'avg'
22.0835 	EXP 	window1: blendMode = 'avg'
22.1003 	EXP 	window1: blendMode = 'avg'
22.1164 	DATA 	Keypress: right
22.1174 	EXP 	Sound  stopped
22.1322 	EXP 	window1: blendMode = 'avg'
22.1351 	EXP 	text_fixation: autoDraw = False
22.1351 	EXP 	text_fixation: autoDraw = False
22.1351 	EXP 	text_type: alignHoriz = 'left'
22.1351 	EXP 	text_type: autoDraw = True
22.1351 	EXP 	text_type: text = u'What did you hear?\n'
22.1354 	EXP 	window1: blendMode = 'avg'
22.1494 	EXP 	window1: blendMode = 'avg'
22.1664 	EXP 	window1: blendMode = 'avg'
22.1833 	EXP 	window1: blendMode = 'avg'
22.2000 	EXP 	window1: blendMode = 'avg'
22.2166 	EXP 	window1: blendMode = 'avg'
22.2337 	EXP 	window1: blendMode = 'avg'
22.2504 	EXP 	window1: blendMode = 'avg'
22.2666 	EXP 	window1: blendMode = 'avg'
22.2835 	EXP 	window1: blendMode = 'avg'
22.2997 	DATA 	Keypress: return
22.3006 	EXP 	window1: blendMode = 'avg'
22.3179 	EXP 	New trial (rep=0, index=9): {'word': u'\u8aaa', 'file': u'stimuli/123.wav', 'word_id': 123}
22.3185 	EXP 	Set  sound=stimuli/123.wav
22.3195 	EXP 	window1: blendMode = 'avg'
22.3323 	EXP 	text_type: autoDraw = False
22.3323 	EXP 	text_fixation: autoDraw = True
22.3330 	EXP 	window1: blendMode = 'avg'
22.3500 	EXP 	window1: blendMode = 'avg'
22.3667 	EXP 	window1: blendMode = 'avg'
22.3833 	EXP 	window1: blendMode = 'avg'
22.4001 	EXP 	window1: blendMode = 'avg'
22.4173 	EXP 	window1: blendMode = 'avg'
22.4335 	EXP 	window1: blendMode = 'avg'
22.4503 	EXP 	window1: blendMode = 'avg'
22.4669 	EXP 	window1: blendMode = 'avg'
22.4837 	EXP 	window1: blendMode = 'avg'
22.5002 	EXP 	window1: blendMode = 'avg'
22.5170 	EXP 	window1: blendMode = 'avg'
22.5336 	EXP 	window1: blendMode = 'avg'
22.5504 	EXP 	window1: blendMode = 'avg'
22.5665 	EXP 	window1: blendMode = 'avg'
22.5829 	EXP 	window1: blendMode = 'avg'
22.5996 	EXP 	window1: blendMode = 'avg'
22.6164 	EXP 	window1: blendMode = 'avg'
22.6333 	EXP 	window1: blendMode = 'avg'
22.6500 	EXP 	window1: blendMode = 'avg'
22.6668 	EXP 	window1: blendMode = 'avg'
22.6835 	EXP 	window1: blendMode = 'avg'
22.7001 	EXP 	window1: blendMode = 'avg'
22.7163 	EXP 	window1: blendMode = 'avg'
22.7329 	EXP 	window1: blendMode = 'avg'
22.7494 	EXP 	window1: blendMode = 'avg'
22.7661 	EXP 	window1: blendMode = 'avg'
22.7829 	EXP 	window1: blendMode = 'avg'
22.7995 	EXP 	window1: blendMode = 'avg'
22.8164 	EXP 	window1: blendMode = 'avg'
22.8326 	EXP 	Sound  started
22.8332 	EXP 	window1: blendMode = 'avg'
22.8498 	EXP 	window1: blendMode = 'avg'
22.8665 	EXP 	window1: blendMode = 'avg'
22.8831 	EXP 	window1: blendMode = 'avg'
22.8998 	EXP 	window1: blendMode = 'avg'
22.9165 	EXP 	window1: blendMode = 'avg'
22.9334 	EXP 	window1: blendMode = 'avg'
22.9501 	EXP 	window1: blendMode = 'avg'
22.9670 	EXP 	window1: blendMode = 'avg'
22.9835 	EXP 	window1: blendMode = 'avg'
23.0003 	EXP 	window1: blendMode = 'avg'
23.0169 	EXP 	window1: blendMode = 'avg'
23.0337 	EXP 	window1: blendMode = 'avg'
23.0502 	EXP 	window1: blendMode = 'avg'
23.0669 	EXP 	window1: blendMode = 'avg'
23.0835 	EXP 	window1: blendMode = 'avg'
23.1003 	EXP 	window1: blendMode = 'avg'
23.1168 	EXP 	window1: blendMode = 'avg'
23.1335 	EXP 	window1: blendMode = 'avg'
23.1503 	EXP 	window1: blendMode = 'avg'
23.1667 	EXP 	window1: blendMode = 'avg'
23.1836 	EXP 	window1: blendMode = 'avg'
23.2002 	EXP 	window1: blendMode = 'avg'
23.2169 	EXP 	window1: blendMode = 'avg'
23.2336 	EXP 	window1: blendMode = 'avg'
23.2504 	EXP 	window1: blendMode = 'avg'
23.2665 	EXP 	window1: blendMode = 'avg'
23.2836 	EXP 	window1: blendMode = 'avg'
23.2997 	DATA 	Keypress: right
23.3007 	EXP 	Sound  stopped
23.3155 	EXP 	window1: blendMode = 'avg'
23.3183 	EXP 	text_fixation: autoDraw = False
23.3183 	EXP 	text_type: alignHoriz = 'left'
23.3183 	EXP 	text_type: autoDraw = True
23.3183 	EXP 	text_type: text = u'What did you hear?\n'
23.3187 	EXP 	window1: blendMode = 'avg'
23.3330 	EXP 	window1: blendMode = 'avg'
23.3498 	EXP 	window1: blendMode = 'avg'
23.3663 	EXP 	window1: blendMode = 'avg'
23.3833 	EXP 	window1: blendMode = 'avg'
23.4003 	EXP 	window1: blendMode = 'avg'
23.4169 	EXP 	window1: blendMode = 'avg'
23.4333 	EXP 	window1: blendMode = 'avg'
23.4503 	EXP 	window1: blendMode = 'avg'
23.4669 	EXP 	window1: blendMode = 'avg'
23.4835 	EXP 	window1: blendMode = 'avg'
23.4841 	DATA 	Keypress: return
23.5002 	EXP 	window1: blendMode = 'avg'
23.5170 	EXP 	window1: blendMode = 'avg'
23.5323 	EXP 	text_type: autoDraw = False
23.5323 	EXP 	text: autoDraw = True
23.5330 	EXP 	window1: blendMode = 'avg'
23.5496 	EXP 	window1: blendMode = 'avg'
23.5665 	EXP 	window1: blendMode = 'avg'
23.5834 	EXP 	window1: blendMode = 'avg'
23.6002 	EXP 	window1: blendMode = 'avg'
23.6168 	EXP 	window1: blendMode = 'avg'
23.6335 	EXP 	window1: blendMode = 'avg'
23.6502 	EXP 	window1: blendMode = 'avg'
23.6666 	EXP 	window1: blendMode = 'avg'
23.6832 	EXP 	window1: blendMode = 'avg'
23.7001 	EXP 	window1: blendMode = 'avg'
23.7161 	EXP 	window1: blendMode = 'avg'
23.7331 	EXP 	window1: blendMode = 'avg'
23.7494 	EXP 	window1: blendMode = 'avg'
23.7661 	EXP 	window1: blendMode = 'avg'
23.7829 	EXP 	window1: blendMode = 'avg'
23.7997 	EXP 	window1: blendMode = 'avg'
23.8164 	EXP 	window1: blendMode = 'avg'
23.8334 	EXP 	window1: blendMode = 'avg'
23.8499 	EXP 	window1: blendMode = 'avg'
23.8666 	EXP 	window1: blendMode = 'avg'
23.8834 	EXP 	window1: blendMode = 'avg'
23.9002 	EXP 	window1: blendMode = 'avg'
23.9171 	EXP 	window1: blendMode = 'avg'
23.9328 	EXP 	window1: blendMode = 'avg'
23.9495 	EXP 	window1: blendMode = 'avg'
23.9665 	EXP 	window1: blendMode = 'avg'
23.9831 	EXP 	window1: blendMode = 'avg'
23.9999 	EXP 	window1: blendMode = 'avg'
24.0168 	EXP 	window1: blendMode = 'avg'
24.0335 	EXP 	window1: blendMode = 'avg'
24.0503 	EXP 	window1: blendMode = 'avg'
24.0669 	EXP 	window1: blendMode = 'avg'
24.0835 	EXP 	window1: blendMode = 'avg'
24.1002 	EXP 	window1: blendMode = 'avg'
24.1169 	EXP 	window1: blendMode = 'avg'
24.1336 	EXP 	window1: blendMode = 'avg'
24.1503 	EXP 	window1: blendMode = 'avg'
24.1669 	EXP 	window1: blendMode = 'avg'
24.1834 	EXP 	window1: blendMode = 'avg'
24.2002 	EXP 	window1: blendMode = 'avg'
24.2168 	EXP 	window1: blendMode = 'avg'
24.2335 	EXP 	window1: blendMode = 'avg'
24.2496 	EXP 	window1: blendMode = 'avg'
24.2661 	EXP 	window1: blendMode = 'avg'
24.2829 	EXP 	window1: blendMode = 'avg'
24.2996 	EXP 	window1: blendMode = 'avg'
24.3163 	EXP 	window1: blendMode = 'avg'
24.3330 	EXP 	window1: blendMode = 'avg'
24.3495 	EXP 	window1: blendMode = 'avg'
24.3660 	EXP 	window1: blendMode = 'avg'
24.3827 	EXP 	window1: blendMode = 'avg'
24.3993 	EXP 	window1: blendMode = 'avg'
24.4163 	EXP 	window1: blendMode = 'avg'
24.4328 	EXP 	window1: blendMode = 'avg'
24.4491 	DATA 	Keypress: space
24.4649 	EXP 	Imported stimuli.csv as conditions, 490 conditions, 3 params
24.4662 	EXP 	Created sequence: sequential, trialTypes=490, nReps=1, seed=None
24.4664 	EXP 	New trial (rep=0, index=0): {'word': u'\u807d', 'file': u'stimuli/44.wav', 'word_id': 44}
24.4666 	EXP 	Set  sound=stimuli/44.wav
24.4669 	EXP 	window1: blendMode = 'avg'
24.4697 	EXP 	text: autoDraw = False
24.4697 	EXP 	text_fixation: autoDraw = True
24.4701 	EXP 	window1: blendMode = 'avg'
24.4827 	EXP 	window1: blendMode = 'avg'
